OBJECTID,COMPKEY,COMPTYPE,UNITID,DESCRIPTION,UNITDESC,SEGKEY,INTKEY,INT_UNITID,SIGNAL_TYPE,SIGNAL_MAINT_DIST,INSTALL_DATE,ADDDTTM,MODDTTM,OWNERSHIP,CONDITION,CONDITION_ASSESSMENT_DATE,CURRENT_STATUS,CURRENT_STATUS_DATE,ARTERIAL_CLASS,MAINT_AGREE,MAINT_BY,INT_SIGNAL_TYPE_CD,PRIMARYDISTRICTCD,SECONDARYDISTRICTCD,PEDAUDIODEVICEYN,PEDSIGNALYN,PH_MODELTYPE,PP_MODELTYPE,PP_QUANTITY,PEDHDFIRSTINSTALLDT,PH_QUANTITY,PEDAUDIOINSTALLDT,BIKESIGNALHDYN,ASBLT,HALFSIGNALYN,METEREDYN,LTTURNSIGNALYN,LTPROTECTEDPERMYN,LTPROTECTEDYN,RTTURNSIGNALYN,RTPROTECTEDPERMYN,RTPROTECTEDYN,LTFIRSTINSTALLDT,LTREMOVEDT,RTFIRSTINSTALLDT,RTREMOVEDT,DETDEVSTOPBARYN,DETDEVADVANCEDYN,DETDEVSYSTEMYN,CABMODELTYPECD,COMCONNTYPECD,MMUMODELTYPECD,PE_MODELTYPE,PI_MODELTYPE,INSTALLERCD,JOINTOWNERSHIPYN,CO_MODELTYPE,MMUMANCD,MMUINSTALLDT,LASTSIGNALOPTDT,PEDPSHINSTALLDT,NUM_ATTACHMENTS
955,286550,74,SGL-1003,0,M L KING JR ER WAY S AND S HOLDEN ST                                                                                                                                                                                                                           ,1,34488,73344,SEMI,SOUTH,2007/07/11 00:00:00+00,2007/05/02 14:48:22+00,2017/08/02 00:00:00+00,SDOT,GOOD,2008/08/04 00:00:00+00,INSVC,2009/10/07 00:00:00+00,1,, ,HALFPED,DISTRICT2, ,N,Y,LED,TACTILE,3,1970/01/01 00:00:00+00,2,1970/01/01 00:00:00+00,N,,Y,N,N,N,N,N,N,N,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,N,N,N,5TS2,FIBER,CMU212,EMER,, ,N,2070ATC,EDI,2017/08/01 00:00:00+00,1970/01/01 00:00:00+00,2007/08/01 00:00:00+00,0
956,286551,74,SGL-1004,0,M L KING JR ER WAY S AND RENTON N AVE S                                                                                                                                                                                                                        ,1,32447,58252,SEMI,SOUTH,2007/08/01 00:00:00+00,2007/05/02 14:48:56+00,2019/10/23 00:00:00+00,SDOT,GOOD,2008/08/01 00:00:00+00,INSVC,2009/10/07 00:00:00+00,1,, ,NONE,DISTRICT2, ,N,N,"NEON, LED",TACTILE,10,1970/01/01 00:00:00+00,"6, 6",1970/01/01 00:00:00+00,N,,N,N,Y,N,Y,N,N,N,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,N,N,N,5TS2,FIBER,CMU212,EMER,, ,N,2070ATC,EDI,2019/08/14 00:00:00+00,1970/01/01 00:00:00+00,2007/08/01 00:00:00+00,0
957,286552,74,SGL-1005,0,M L KING JR ER WAY S AND S WILLOW ST                                                                                                                                                                                                                           ,1,486563,73666,SEMI,SOUTH,2007/08/01 00:00:00+00,2007/05/02 14:49:20+00,2019/10/23 00:00:00+00,SDOT,GOOD,2008/08/01 00:00:00+00,INSVC,2009/10/02 00:00:00+00,1,, ,HALFPED,DISTRICT2, ,N,Y,"LED, NEON",TACTILE,3,1970/01/01 00:00:00+00,"2, 2",1970/01/01 00:00:00+00,N,,Y,N,N,N,N,N,N,N,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,N,N,N,5TS2,FIBER,CMU212,EMER,, ,N,2070ATC,EDI,2019/08/10 00:00:00+00,1970/01/01 00:00:00+00,2007/08/01 00:00:00+00,0
958,286553,74,SGL-1006,0,M L KING JR WR WAY S AND S RAYMOND ST                                                                                                                                                                                                                          ,1,33638,66737,SEMI,SOUTH,2007/07/25 00:00:00+00,2007/05/02 14:49:51+00,2019/10/23 00:00:00+00,SDOT,GOOD,2008/08/01 00:00:00+00,INSVC,2009/10/08 00:00:00+00,1,, ,HALFPED,DISTRICT2, ,N,Y,"LED, NEON",TACTILE,3,1970/01/01 00:00:00+00,"2, 2",1970/01/01 00:00:00+00,N,,Y,N,N,N,N,N,N,N,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,N,N,N,5TS2,FIBER,CMU212,EMER,, ,N,2070ATC,EDI,2019/08/10 00:00:00+00,1970/01/01 00:00:00+00,2007/07/25 00:00:00+00,0
959,286554,74,SGL-1007,0,M L KING JR ER WAY S AND S BRANDON ST                                                                                                                                                                                                                          ,1,33598,66546,SEMI,SOUTH,2007/08/22 00:00:00+00,2007/05/02 14:50:16+00,2019/10/23 00:00:00+00,SDOT,GOOD,2008/08/01 00:00:00+00,INSVC,2009/10/09 00:00:00+00,1,, ,CITY,DISTRICT2, ,N,N,"LED, NEON",TACTILE,10,1970/01/01 00:00:00+00,"8, 8",1970/01/01 00:00:00+00,N,,N,N,N,N,N,N,N,N,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,N,N,N,5TS2,FIBER,CMU212,EMER,, ,N,"2070ATC, 2070ATC",EDI,2019/08/10 00:00:00+00,1970/01/01 00:00:00+00,2007/08/22 00:00:00+00,0
960,286556,74,SGL-1009,0,M L KING JR ER WAY S AND S HUDSON ST                                                                                                                                                                                                                           ,1,33576,66519,SEMI,SOUTH,2007/09/20 00:00:00+00,2007/05/02 14:51:01+00,2019/10/23 00:00:00+00,SDOT,GOOD,2008/02/10 00:00:00+00,INSVC,2009/10/15 00:00:00+00,1,, ,HALFPED,DISTRICT2, ,N,Y,"LED, NEON",TACTILE,3,1970/01/01 00:00:00+00,"2, 2",1970/01/01 00:00:00+00,N,,Y,N,N,N,N,N,N,N,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,N,N,N,5TS2,FIBER,CMU212,EMER,, ,N,2070ATC,EDI,2019/08/10 00:00:00+00,1970/01/01 00:00:00+00,2007/09/20 00:00:00+00,0
961,286557,74,SGL-1010,0,M L KING JR WR WAY S AND S EDMUNDS ST                                                                                                                                                                                                                          ,1,33564,66506,SEMI,SOUTH,2007/10/03 00:00:00+00,2007/05/02 14:51:24+00,2019/10/23 00:00:00+00,SDOT,GOOD,2008/07/28 00:00:00+00,INSVC,2009/10/20 00:00:00+00,1,, ,CITY,DISTRICT2, ,N,N,LED,TACTILE,10,1970/01/01 00:00:00+00,8,1970/01/01 00:00:00+00,N,,N,N,Y,N,Y,N,N,N,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,Y,Y,N,5TS2,FIBER,CMU212,EMER,, ,N,2070ATC,EDI,2019/08/10 00:00:00+00,1970/01/01 00:00:00+00,2007/10/03 00:00:00+00,0
962,286558,74,SGL-1011,0,M L KING JR WR WAY S AND S GENESEE ST                                                                                                                                                                                                                          ,1,335397,58459,SEMI,SOUTH,2007/10/02 00:00:00+00,2007/05/02 14:51:59+00,2019/10/22 00:00:00+00,SDOT,GOOD,2008/07/28 00:00:00+00,INSVC,2009/10/20 00:00:00+00,1,, ,HALFPED,DISTRICT2, ,N,Y,"NEON, LED",TACTILE,3,1970/01/01 00:00:00+00,"2, 2",1970/01/01 00:00:00+00,N,,Y,N,N,N,N,N,N,N,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,N,Y,N,5TS2,FIBER,CMU212,EMER,, ,N,"2070ATC, 2070ATC",EDI,2019/08/14 00:00:00+00,1970/01/01 00:00:00+00,2007/10/02 00:00:00+00,0
963,286559,74,SGL-1012,0,M L KING JR WR WAY S AND S DAKOTA ST                                                                                                                                                                                                                           ,1,32508,58401,FULL,SOUTH,2007/10/10 00:00:00+00,2007/05/02 14:52:19+00,2019/10/22 00:00:00+00,SDOT,GOOD,2008/01/27 00:00:00+00,INSVC,2009/10/20 00:00:00+00,1,, ,CITY,DISTRICT2, ,N,N,"LED, LEDCD",TACTILE,10,1970/01/01 00:00:00+00,"8, 8",1970/01/01 00:00:00+00,N,,N,N,Y,N,Y,N,N,N,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,N,N,N,5TS2,FIBER,CMU212,EMER,, ,N,2070ATC,EDI,2019/08/10 00:00:00+00,1970/01/01 00:00:00+00,2007/10/10 00:00:00+00,0
964,286562,74,SGL-1015,0,M L KING JR ER WAY S AND S MORGAN ST                                                                                                                                                                                                                           ,1,34524,73512,SEMI,SOUTH,2007/07/31 00:00:00+00,2007/05/02 15:10:29+00,2019/10/23 00:00:00+00,SDOT,GOOD,2008/08/01 00:00:00+00,INSVC,2009/10/08 00:00:00+00,1,, ,NONE,DISTRICT2, ,N,Y,LED,TACTILE,3,1970/01/01 00:00:00+00,2,1970/01/01 00:00:00+00,N,,Y,N,N,N,N,N,N,N,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,N,N,N,5TS2,FIBER,CMU212,EMER,,CONTRACT,Y,2070ATC,EDI,2019/08/10 00:00:00+00,1970/01/01 00:00:00+00,2007/07/31 00:00:00+00,0
965,287488,74,SGL-1018,0,LINDEN AVE N AND N 145TH ST                                                                                                                                                                                                                                    ,15265,35773,219501,SEMI,NORTH,2007/08/01 00:00:00+00,2007/07/26 08:48:01+00,2020/02/04 00:00:00+00,SDOT,FAIR,2008/07/10 00:00:00+00,INSVC,2009/03/13 00:00:00+00,1,, ,CITY,DISTRICT5, ,N,N,"NEON, LED, LEDCD",STD,4,1970/01/01 00:00:00+00,"6, 6, 6",1970/01/01 00:00:00+00,N,,N,N,N,N,N,N,N,N,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,N,N,N,2, ,LSM6,,, ,Y,M34,EDI,2019/01/03 00:00:00+00,1970/01/01 00:00:00+00,2007/08/01 00:00:00+00,0
966,287662,74,SGL-1017,0,13TH AVE S AND AIRPORT WAY S                                                                                                                                                                                                                                   ,1,33127,64328,SEMI,SOUTH,2007/08/07 00:00:00+00,2007/08/08 10:32:19+00,2020/01/14 00:00:00+00,SDOT,GOOD,2008/03/21 00:00:00+00,INSVC,2009/10/15 00:00:00+00,1,, ,CITY,DISTRICT2, ,N,N,"LED, NEON",STD,6,1970/01/01 00:00:00+00,"6, 6",1970/01/01 00:00:00+00,N,,N,N,N,N,N,N,N,N,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,N,Y,N,3TS1,FIBER,LSM12,EMER,, ,Y,"M52, M52",EDI,2020/01/08 00:00:00+00,1970/01/01 00:00:00+00,2007/08/07 00:00:00+00,5
967,288282,74,SGL-1019,0,STEWART ST AND WESTLAKE AVE                                                                                                                                                                                                                                    ,1,29555,39152,PRE,DOWNTOWN,2007/08/22 00:00:00+00,2007/09/05 15:52:03+00,2020/04/01 00:00:00+00,SDOT,POOR,2008/09/12 00:00:00+00,INSVC,2009/07/27 00:00:00+00,1,, ,CITY,DISTRICT7, ,N,N,"NEON, LED",,,1970/01/01 00:00:00+00,"11, 5",1970/01/01 00:00:00+00,N,,N,N,N,N,N,N,N,N,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,N,N,N,3TS1,COPPER,MMU-16LEip,EMER,, ,N,M52,EDI,2020/03/09 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,0
968,288305,74,SGL-1020,0,6TH AVE AND WESTLAKE AVE                                                                                                                                                                                                                                       ,1,29550,39147,PRE,DOWNTOWN,2007/08/23 00:00:00+00,2007/09/06 14:16:34+00,2020/04/01 00:00:00+00,SDOT,POOR,2008/09/18 00:00:00+00,INSVC,2009/07/27 00:00:00+00,1,, ,CITY,DISTRICT7, ,N,N,"NEON, LED",,,1970/01/01 00:00:00+00,"14, 2",1970/01/01 00:00:00+00,N,,N,N,N,N,N,N,N,N,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,N,N,N,3TS1,COPPER,NSM-12,STRCAR,, ,N,"M52, M60",EDI,2020/03/05 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,0
969,288756,74,SGL-1021,0,FREMONT AVE N AND N 80TH ST                                                                                                                                                                                                                                    ,1,24284,4523,SEMI,NORTH,2007/11/15 00:00:00+00,2007/09/24 12:29:22+00,2019/02/06 00:00:00+00,SDOT,GOOD,2008/03/21 00:00:00+00,INSVC,2009/03/13 00:00:00+00,2,, ,CITY,DISTRICT6, ,N,N,"LED, NEON",STD,4,2007/11/15 00:00:00+00,"8, 8",1970/01/01 00:00:00+00,N,,N,N,N,N,N,N,N,N,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,N,N,N,2,COPPER,LSM6,EMER,, ,Y,"M52, M52",EDI,2019/01/16 00:00:00+00,1970/01/01 00:00:00+00,2007/11/15 00:00:00+00,3
970,334300,74,SGL-1016,0,M L KING JR ER WAY S AND S OREGON ST                                                                                                                                                                                                                           ,1,484890,58469,SEMI,SOUTH,2007/10/09 00:00:00+00,2007/10/10 07:57:17+00,2019/10/22 00:00:00+00,SDOT, ,1970/01/01 00:00:00+00,INSVC,2009/10/20 00:00:00+00,1,,SDOT,CITY,DISTRICT2, ,N,N,"LED, NEON",TACTILE,8,1970/01/01 00:00:00+00,"8, 8",1970/01/01 00:00:00+00,N,,N,N,Y,N,Y,N,N,N,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,Y,Y,N,5TS2,FIBER,CMU212,EMER,, ,N,2070ATC,EDI,2019/08/10 00:00:00+00,1970/01/01 00:00:00+00,2007/10/09 00:00:00+00,0
971,337539,74,SGL-1022,0,38TH AVE NW AND SEAVIEW AVE NW                                                                                                                                                                                                                                 ,1,25045,10137,SEMI,NORTH,1970/01/01 00:00:00+00,2008/04/07 12:17:45+00,2019/02/28 00:00:00+00,SDOT, ,1970/01/01 00:00:00+00,INSVC,2009/03/16 00:00:00+00,2,, ,CITY,DISTRICT6, ,N,N,,STD,2,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,N,,N,N,N,N,N,N,N,N,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,N,N,N,2, ,LT216E,RR,, ,N,M52,TCT,2019/02/20 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,0
972,340335,74,SGL-1023,0,FAUNTLEROY WAY SW AND SW DAWSON ST                                                                                                                                                                                                                             ,1,32784,61127,SEMI,SOUTH,2008/06/19 00:00:00+00,2008/06/12 11:45:49+00,2020/01/30 00:00:00+00,SDOT, ,1970/01/01 00:00:00+00,INSVC,2008/12/15 00:00:00+00,1,, ,HALFPED,DISTRICT1, ,N,Y,,STD,2,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,N,,Y,N,N,N,N,N,N,N,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,N,N,N,2, ,NSM-6,,, ,N,"LMD8000, LMD8000",EDI,2020/01/29 00:00:00+00,1970/01/01 00:00:00+00,2008/06/19 00:00:00+00,1
973,341248,74,SGL-1024,0,EAST GREEN LAKE WAY N AND N 64TH ST                                                                                                                                                                                                                            ,1,25471,13101,FULL,NORTH,2008/07/15 00:00:00+00,2008/07/17 10:24:02+00,2019/03/26 00:00:00+00,SDOT, ,1970/01/01 00:00:00+00,INSVC,2009/11/04 00:00:00+00,2,, ,CITY,DISTRICT6, ,N,N,,STD,2,2008/07/05 00:00:00+00,,1970/01/01 00:00:00+00,N,,N,N,N,N,N,N,N,N,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,N,N,N,2, ,NSM-12,,, ,N,"M52, M34",EDI,2019/03/21 00:00:00+00,1970/01/01 00:00:00+00,2008/07/15 00:00:00+00,0
974,341366,74,SGL-1026,0,ALASKAN WAY AND VINE ST                                                                                                                                                                                                                                        ,1,29695,39550,SEMI,DOWNTOWN,2008/07/23 00:00:00+00,2008/07/24 10:37:20+00,2020/07/13 00:00:00+00,SDOT, ,1970/01/01 00:00:00+00,INSVC,2009/08/05 00:00:00+00,1,, ,HALFPED,DISTRICT7, ,N,Y,,"TACTILE, STD","0, 2",2008/07/23 00:00:00+00,,1970/01/01 00:00:00+00,N,,Y,N,N,N,N,N,N,N,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,N,N,N,2,FIBER,NSM-12,RR,, ,N,M52,EDI,2020/07/09 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,11
975,341367,74,SGL-1025,0,2ND AVE NE AND NE 100TH ST                                                                                                                                                                                                                                     ,1,351227,233658,SEMI,NORTH,2008/10/02 00:00:00+00,2008/07/24 10:40:20+00,2019/05/14 00:00:00+00,SDOT, ,1970/01/01 00:00:00+00,INSVC,2008/12/15 00:00:00+00,2,, ,CITY,DISTRICT5, ,N,N,,TACTILE,4,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,N,,N,N,N,N,N,N,N,N,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,N,N,N,2,FIBER,MMU-16LEip,EMER,, ,N,"M52, M52",EDI,2019/05/12 00:00:00+00,1970/01/01 00:00:00+00,2014/05/22 00:00:00+00,0
