X,Y,OBJECTID,COMPKEY,UNITID,UNITDESC,CONDITION,CONDITION_ASSESSMENT_DATE,CURRENT_STATUS,OWNERSHIP,PRIMARYDISTRICTCD,SECONDARYDISTRICTCD,COMPTYPE,CURRENT_STATUS_DATE,INSTALL_DATE,INSTALL_PURPOSE,INTKEY,LANDSCAPING,MAINTAINED_BY,MAINTENANCE_AGREEMENT,NO_LAND_REASON,OVERRIDECOMMENT,OVERRIDEYN,OWNERSHIP_DATE,SDOT_INITIATED,SEWER_ACCESS_COVER,TRCSIZE,SURVEY_MONUMENT,TRCSHAPE,UNITTYPE,SHAPE_LNG,SHAPE_LAT
1271572.58699489,244437.450862363,299,509000,TRC-1063,SUNNYSIDE AVE N AND N 44TH ST                                                                                                                                                                                                                                  ,GOOD,2009/09/10 00:00:00+00,INSVC,SDOT,DISTRICT4, ,16,2009/10/14 00:00:00+00,1994/03/23 00:00:00+00, ,27192,Y,SDOT,, ,,N,1970/01/01 00:00:00+00,N,N,0,N,CRC,TRC,-122.330177779158,47.6602811140836
1278959.89637846,226521.796124011,300,509356,TRC-431,26TH AVE AND E SPRING ST                                                                                                                                                                                                                                       ,GOOD,2009/07/06 00:00:00+00,INSVC,SDOT,DISTRICT3, ,16,2009/10/14 00:00:00+00,1983/03/31 00:00:00+00, ,30031,Y,SDOT,, ,,N,1970/01/01 00:00:00+00,N,N,0,N,CRC,TRC,-122.29882153648,47.6115644270988
1265008.56900416,252029.051190138,301,595171,TRC-1124,1ST AVE NW AND NW 72ND ST                                                                                                                                                                                                                                      ,GOOD,2013/10/07 00:00:00+00,INSVC,SDOT,DISTRICT6, ,16,2013/10/07 00:00:00+00,1970/01/01 00:00:00+00,SAFETY,24094,Y,SDOT,, ,,N,2013/10/07 00:00:00+00,N,N,18,Y,CRC,TRC,-122.357419062468,47.6807361838497
1260959.06820002,255027.152441204,302,509584,TRC-176,14TH AVE NW AND NW 83RD ST                                                                                                                                                                                                                                     ,GOOD,2009/09/15 00:00:00+00,INSVC,SDOT,DISTRICT6, ,16,2009/10/14 00:00:00+00,2000/09/19 00:00:00+00, ,24120,Y,SDOT,, ,,N,1970/01/01 00:00:00+00,N,N,0,N,CRC,TRC,-122.374098559477,47.6887327472423
1263823.26263495,196432.762749195,303,509593,TRC-281,18TH AVE SW AND SW THISTLE ST                                                                                                                                                                                                                                  ,GOOD,2009/05/12 00:00:00+00,INSVC,SDOT,DISTRICT1, ,16,2009/10/14 00:00:00+00,1983/04/05 00:00:00+00, ,34845,Y,SDOT,, ,,N,1970/01/01 00:00:00+00,N,N,0,N,CRC,TRC,-122.357759433698,47.5282850982308
1263587.6259627,253783.387255922,304,508902,TRC-763,6TH AVE NW AND NW 78TH ST                                                                                                                                                                                                                                      ,GOOD,2009/08/03 00:00:00+00,INSVC,SDOT,DISTRICT6, ,16,2009/10/14 00:00:00+00,1989/07/19 00:00:00+00, ,24059,Y,SDOT,, ,,N,1970/01/01 00:00:00+00,N,N,0,N,CRC,TRC,-122.363327885972,47.6854674271335
1283582.03481519,199921.767616779,305,509296,TRC-669,44TH AVE S AND S MYRTLE ST                                                                                                                                                                                                                                     ,GOOD,2009/05/12 00:00:00+00,INSVC,SDOT,DISTRICT2, ,16,2009/10/14 00:00:00+00,1985/06/21 00:00:00+00, ,34462,Y,SDOT,, ,,N,1970/01/01 00:00:00+00,N,N,0,N,CRC,TRC,-122.278061599654,47.53889330286
1264895.22276405,253226.704311356,306,508969,TRC-317,1ST AVE NW AND NW 76TH ST                                                                                                                                                                                                                                      ,GOOD,2009/09/09 00:00:00+00,INSVC,SDOT,DISTRICT6, ,16,2009/10/14 00:00:00+00,1994/08/28 00:00:00+00, ,24070,Y,SDOT,, ,,N,1970/01/01 00:00:00+00,N,N,0,N,CRC,TRC,-122.357975423096,47.6840127309746
1270104.52600138,247532.551345527,307,508943,TRC-1072,WALLINGFORD AVE N AND N 55TH ST                                                                                                                                                                                                                                ,GOOD,2009/07/13 00:00:00+00,INSVC,SDOT,DISTRICT6, ,16,2009/10/14 00:00:00+00,1983/06/07 00:00:00+00, ,25503,Y,SDOT,, ,,N,1970/01/01 00:00:00+00,N,N,0,N,CRC,TRC,-122.336379247971,47.6686862356683
1265057.18570821,264225.927042618,308,509439,TRC-305,1ST AVE NW AND NW 117TH ST                                                                                                                                                                                                                                     ,GOOD,2009/07/27 00:00:00+00,INSVC,SDOT,DISTRICT5, ,16,2009/10/14 00:00:00+00,1987/11/17 00:00:00+00, ,36230,N,SDOT,, ,,N,1970/01/01 00:00:00+00,N,N,0,N,OVAL,TRC,-122.358202773695,47.714169770341
1279281.85669878,226512.619292006,309,509801,TRC-451,27TH AVE AND E SPRING ST                                                                                                                                                                                                                                       ,GOOD,2009/09/14 00:00:00+00,INSVC,SDOT,DISTRICT3, ,16,2009/10/14 00:00:00+00,1997/05/05 00:00:00+00, ,30032,Y,SDOT,, ,,N,1970/01/01 00:00:00+00,N,N,0,N,CRC,TRC,-122.29751578978,47.611556073319
1272118.23653145,248015.108082026,310,509061,TRC-302,1ST AVE NE AND NE 57TH ST                                                                                                                                                                                                                                      ,GOOD,2009/09/15 00:00:00+00,INSVC,SDOT,DISTRICT6, ,16,2009/10/14 00:00:00+00,1999/06/30 00:00:00+00, ,25840,Y,SDOT,, ,,N,1970/01/01 00:00:00+00,N,N,0,N,CRC,TRC,-122.328245978544,47.670116430513
1265454.00081262,238340.653032109,311,509768,TRC-1077,RAYE ST AND WARREN AVE N                                                                                                                                                                                                                                       ,GOOD,2009/09/12 00:00:00+00,INSVC,SDOT,DISTRICT7, ,16,2009/10/14 00:00:00+00,1996/10/17 00:00:00+00, ,28074,Y,SDOT,, ,,N,1970/01/01 00:00:00+00,N,N,0,N,CRC,TRC,-122.354512826961,47.6432411443235
1283604.62297522,202193.047811106,312,509765,TRC-666,44TH AVE S AND S EDDY ST                                                                                                                                                                                                                                       ,GOOD,2009/09/14 00:00:00+00,INSVC,SDOT,DISTRICT2, ,16,2009/10/14 00:00:00+00,1997/10/10 00:00:00+00, ,34398,Y,SDOT,, ,,N,1970/01/01 00:00:00+00,N,N,0,N,CRC,TRC,-122.278142792576,47.5451200641335
1270666.18923396,243608.576877505,313,509337,TRC-1011,MERIDIAN AVE N AND N 42ND ST                                                                                                                                                                                                                                   ,GOOD,2009/09/15 00:00:00+00,INSVC,SDOT,DISTRICT4, ,16,2009/10/14 00:00:00+00,2001/05/24 00:00:00+00, ,27209,Y,SDOT,, ,,N,1970/01/01 00:00:00+00,N,N,0,N,OTHER,TRC,-122.333789618999,47.6579608113925
1274286.74533367,263993.925570384,314,509499,TRC-778,8TH AVE NE AND NE 117TH ST                                                                                                                                                                                                                                     ,GOOD,2009/07/16 00:00:00+00,INSVC,SDOT,DISTRICT5, ,16,2009/10/14 00:00:00+00,1984/09/17 00:00:00+00, ,36462,N,SDOT,, ,,N,1970/01/01 00:00:00+00,N,N,0,N,CRC,TRC,-122.320699628098,47.7140290312588
1277295.27832875,263903.880770296,315,509468,TRC-290,19TH AVE NE AND NE 117TH ST                                                                                                                                                                                                                                    ,GOOD,2009/09/15 00:00:00+00,INSVC,SDOT,DISTRICT5, ,16,2009/10/14 00:00:00+00,1999/06/29 00:00:00+00, ,36729,Y,SDOT,, ,,N,1970/01/01 00:00:00+00,N,N,0,N,CRC,TRC,-122.308473757879,47.7139409646315
1258228.80074123,249644.683891684,316,509120,TRC-370,22ND AVE NW AND NW 62ND ST                                                                                                                                                                                                                                     ,GOOD,2009/09/21 00:00:00+00,INSVC,SDOT,DISTRICT6, ,16,2009/10/14 00:00:00+00,2002/06/21 00:00:00+00, ,25115,Y,SDOT,, ,,N,1970/01/01 00:00:00+00,N,N,0,N,CRC,TRC,-122.384741125864,47.6738294112896
1275967.83218339,231275.82300888,317,509082,TRC-199,16TH AVE E AND E MERCER ST                                                                                                                                                                                                                                     ,GOOD,2009/06/22 00:00:00+00,INSVC,SDOT,DISTRICT3, ,16,2009/10/14 00:00:00+00,1970/01/01 00:00:00+00, ,29346,Y,SDOT,, ,,N,1970/01/01 00:00:00+00,N,N,0,N,CRC,TRC,-122.311319707785,47.6244382959977
1279677.32869919,268453.046854958,318,509495,TRC-455,27TH AVE NE AND NE 135TH ST                                                                                                                                                                                                                                    ,GOOD,2009/09/15 00:00:00+00,INSVC,SDOT,DISTRICT5, ,16,2009/10/14 00:00:00+00,1998/06/16 00:00:00+00, ,36036,Y,SDOT,, ,,N,1970/01/01 00:00:00+00,N,N,0,N,CRC,TRC,-122.299151250747,47.726534900675
1278598.58316208,222625.892824024,319,509852,TRC-423,25TH AVE S AND S WASHINGTON ST                                                                                                                                                                                                                                 ,GOOD,2009/05/15 00:00:00+00,INSVC,SDOT,DISTRICT3, ,16,2009/10/14 00:00:00+00,1984/04/23 00:00:00+00, ,30585,Y,SDOT,, ,,N,1970/01/01 00:00:00+00,N,N,0,N,CRC,TRC,-122.29998509086,47.6008669164878
1286124.69273779,250469.927988529,320,509890,TRC-732,52ND AVE NE AND NE 68TH ST                                                                                                                                                                                                                                     ,GOOD,2009/09/21 00:00:00+00,INSVC,SDOT,DISTRICT4, ,16,2009/10/14 00:00:00+00,2003/04/15 00:00:00+00, ,24863,Y,SDOT,, ,,N,1970/01/01 00:00:00+00,N,N,0,N,CRC,TRC,-122.271593875069,47.6775767864444
1265147.34986831,269356.941703871,321,509527,TRC-308,1ST AVE NW AND NW 136TH ST                                                                                                                                                                                                                                     ,FAIR,2009/09/12 00:00:00+00,INSVC,SDOT,DISTRICT5, ,16,2009/10/14 00:00:00+00,1996/03/29 00:00:00+00, ,35599,Y,SDOT,, ,,N,1970/01/01 00:00:00+00,N,N,0,N,CRC,TRC,-122.358249566954,47.7282384701805
1255523.36912246,248906.311666936,322,509103,TRC-511,30TH AVE NW AND NW 59TH ST                                                                                                                                                                                                                                     ,GOOD,2009/09/21 00:00:00+00,INSVC,SDOT,DISTRICT6, ,16,2009/10/14 00:00:00+00,1970/01/01 00:00:00+00, ,25214,Y,SDOT,, ,,N,1970/01/01 00:00:00+00,N,N,0,N,OVAL,TRC,-122.39565938504,47.6716555527063
1254169.42102507,248484.428338498,323,509810,TRC-556,34TH AVE NW AND NW 57TH ST                                                                                                                                                                                                                                     ,GOOD,2009/09/09 00:00:00+00,INSVC,SDOT,DISTRICT6, ,16,2009/10/14 00:00:00+00,1993/08/03 00:00:00+00, ,25048,Y,SDOT,, ,,N,1970/01/01 00:00:00+00,N,N,0,N,CRC,TRC,-122.401118815598,47.6704237235701
1276402.13247183,223634.331417054,324,509551,TRC-262,18TH AVE AND E SPRUCE ST                                                                                                                                                                                                                                       ,GOOD,2009/06/23 00:00:00+00,INSVC,SDOT,DISTRICT3, ,16,2009/10/14 00:00:00+00,1982/08/11 00:00:00+00, ,30212,Y,SDOT,, ,,N,1970/01/01 00:00:00+00,N,N,0,N,CRC,TRC,-122.308964735397,47.6035159318739
1264444.16260359,234817.66762051,325,509267,TRC-326,1ST AVE W AND W GARFIELD ST                                                                                                                                                                                                                                    ,GOOD,2009/07/27 00:00:00+00,INSVC,SDOT,DISTRICT7, ,16,2009/10/14 00:00:00+00,1985/05/21 00:00:00+00, ,27854,Y,SDOT,, ,,N,1970/01/01 00:00:00+00,N,N,0,N,CRC,TRC,-122.358325367302,47.6335300265032
1288602.74586032,190512.211639136,326,509188,TRC-747,61ST AVE S AND S NORFOLK ST                                                                                                                                                                                                                                    ,GOOD,2009/09/21 00:00:00+00,INSVC,SDOT,DISTRICT2, ,16,2009/10/14 00:00:00+00,1970/01/01 00:00:00+00, ,38190,Y,SDOT,, ,,N,1970/01/01 00:00:00+00,N,N,0,N,CRC,TRC,-122.257034041193,47.5133580668586
1261418.04727249,251664.973493755,327,508906,TRC-142,12TH AVE NW AND NW 70TH W ST                                                                                                                                                                                                                                   ,GOOD,2009/07/06 00:00:00+00,INSVC,SDOT,DISTRICT6, ,16,2009/10/14 00:00:00+00,1983/09/15 00:00:00+00, ,24194,Y,SDOT,, ,,N,1970/01/01 00:00:00+00,N,N,0,N,CRC,TRC,-122.371962486104,47.6795424087824
1269305.60894457,260152.000830457,328,509688,TRC-972,INTERLAKE AVE N AND N 103RD ST                                                                                                                                                                                                                                 ,GOOD,2009/07/16 00:00:00+00,INSVC,SDOT,DISTRICT5, ,16,2009/10/14 00:00:00+00,1984/12/18 00:00:00+00, ,37286,N,SDOT,, ,,N,1970/01/01 00:00:00+00,N,N,0,N,CRC,TRC,-122.340624205031,47.7032327867231
1278290.52044177,225604.922907069,329,507523,TRC-14,24TH AVE AND E COLUMBIA ST                                                                                                                                                                                                                                     ,GOOD,2009/08/03 00:00:00+00,INSVC,SDOT,DISTRICT3, ,16,2009/08/03 00:00:00+00,2009/08/03 00:00:00+00,SAFETY,30053,Y,SDOT,, ,,N,2009/08/03 00:00:00+00,N,N,16,Y,CRC,TRC,-122.301463883515,47.6090163102049
1270084.47256136,246733.874416709,330,509543,TRC-1070,WALLINGFORD AVE N AND N 52ND ST                                                                                                                                                                                                                                ,GOOD,2009/09/24 00:00:00+00,INSVC,SDOT,DISTRICT6, ,16,2009/10/14 00:00:00+00,1970/01/01 00:00:00+00, ,25517,Y,SDOT,, ,,N,1970/01/01 00:00:00+00,N,N,0,N,CRC,TRC,-122.336397314439,47.666496018866
1257845.50819683,197136.097021922,331,509462,TRC-615,39TH AVE SW AND SW SOUTHERN ST                                                                                                                                                                                                                                 ,GOOD,2009/09/21 00:00:00+00,INSVC,SDOT,DISTRICT1, ,16,2009/10/14 00:00:00+00,1970/01/01 00:00:00+00, ,34673,Y,SDOT,, ,,N,1970/01/01 00:00:00+00,N,N,0,N,CRC,TRC,-122.382007807856,47.5298857114286
1257845.50819683,197136.097021922,332,509461,TRC-621,39TH AVE SW AND SW SOUTHERN ST                                                                                                                                                                                                                                 ,GOOD,2009/09/24 00:00:00+00,INSVC,SDOT,DISTRICT1, ,16,2009/10/14 00:00:00+00,1970/01/01 00:00:00+00, ,34673,Y,SDOT,, ,,N,1970/01/01 00:00:00+00,N,N,0,N,CRC,TRC,-122.382007807856,47.5298857114286
1257100.95485207,204592.366533563,333,509344,TRC-659,42ND AVE SW AND SW JUNEAU ST                                                                                                                                                                                                                                   ,GOOD,2009/09/15 00:00:00+00,INSVC,SDOT,DISTRICT1, ,16,2009/10/14 00:00:00+00,1970/01/01 00:00:00+00, ,32814,Y,SDOT,, ,,N,1970/01/01 00:00:00+00,N,N,0,N,CRC,TRC,-122.385629745195,47.5502817424602
1268943.52241619,243659.886189565,334,509163,TRC-975,INTERLAKE AVE N AND N 42ND ST                                                                                                                                                                                                                                  ,GOOD,2009/09/14 00:00:00+00,INSVC,SDOT,DISTRICT4, ,16,2009/10/14 00:00:00+00,1998/05/05 00:00:00+00, ,26825,Y,SDOT,, ,,N,1970/01/01 00:00:00+00,N,N,0,N,CRC,TRC,-122.340782536286,47.6580091597468
1263808.04087494,235715.197989434,335,509260,TRC-628,3RD AVE W AND W HOWE ST                                                                                                                                                                                                                                        ,GOOD,2009/09/04 00:00:00+00,INSVC,SDOT,DISTRICT7, ,16,2009/10/14 00:00:00+00,1991/05/06 00:00:00+00, ,27838,Y,SDOT,, ,,N,1970/01/01 00:00:00+00,N,N,0,N,CRC,TRC,-122.360977137287,47.6359555255224
1258719.02838972,193250.571001947,336,509651,TRC-568,36TH AVE SW AND SW CAMBRIDGE ST                                                                                                                                                                                                                                ,GOOD,2009/05/15 00:00:00+00,INSVC,SDOT,DISTRICT1, ,16,2009/10/14 00:00:00+00,1992/07/28 00:00:00+00, ,34755,Y,SDOT,, ,,N,1970/01/01 00:00:00+00,N,N,0,N,CRC,TRC,-122.378156990637,47.519283854142
1270653.37201795,243171.386157066,337,509178,TRC-1010,MERIDIAN AVE N AND N 41ST ST                                                                                                                                                                                                                                   ,GOOD,2009/07/27 00:00:00+00,INSVC,SDOT,DISTRICT4, ,16,2009/10/14 00:00:00+00,1985/08/15 00:00:00+00, ,27223,Y,SDOT,, ,,N,1970/01/01 00:00:00+00,N,N,0,N,OVAL,TRC,-122.333807031393,47.6567618019256
1259661.38218269,249080.895347118,338,509587,TRC-240,17TH AVE NW AND NW 60TH ST                                                                                                                                                                                                                                     ,GOOD,2009/09/09 00:00:00+00,INSVC,SDOT,DISTRICT6, ,16,2009/10/14 00:00:00+00,1993/06/14 00:00:00+00, ,25127,Y,SDOT,, ,,N,1970/01/01 00:00:00+00,N,N,0,N,CRC,TRC,-122.378881486229,47.6723631263144
1282726.55353431,233531.437603191,339,509843,TRC-591,38TH AVE E AND E LEE ST                                                                                                                                                                                                                                        ,GOOD,2009/09/15 00:00:00+00,INSVC,SDOT,DISTRICT3, ,16,2009/10/14 00:00:00+00,1970/01/01 00:00:00+00, ,29417,Y,SDOT,, ,,N,1970/01/01 00:00:00+00,N,N,0,N,CRC,TRC,-122.28408935578,47.6309734754908
1265398.13316457,264879.424451292,340,509438,TRC-1029,PALATINE AVE N AND N 120TH ST                                                                                                                                                                                                                                  ,GOOD,2009/09/15 00:00:00+00,INSVC,SDOT,DISTRICT5, ,16,2009/10/14 00:00:00+00,2000/11/14 00:00:00+00, ,36223,Y,SDOT,, ,,N,1970/01/01 00:00:00+00,N,N,0,N,CRC,TRC,-122.356870613337,47.7159794797725
1277690.99212116,223607.150041029,341,509311,TRC-359,22ND AVE AND E SPRUCE ST                                                                                                                                                                                                                                       ,GOOD,2009/06/23 00:00:00+00,INSVC,SDOT,DISTRICT3, ,16,2009/10/14 00:00:00+00,1980/09/23 00:00:00+00, ,30216,Y,SDOT,, ,,N,1970/01/01 00:00:00+00,N,N,0,N,CRC,TRC,-122.303739162801,47.6035090562703
1270960.33265826,243600.969261497,342,509046,TRC-832,BAGLEY AVE N AND N 42ND ST                                                                                                                                                                                                                                     ,GOOD,2009/08/03 00:00:00+00,INSVC,SDOT,DISTRICT4, ,16,2009/10/14 00:00:00+00,1989/10/12 00:00:00+00, ,27210,Y,SDOT,, ,,N,1970/01/01 00:00:00+00,N,N,0,N,CRC,TRC,-122.332595678702,47.6579556744613
1269995.48190527,248565.94725059,343,509842,TRC-982,KENWOOD PL N AND WOODLAWN AVE N                                                                                                                                                                                                                                ,GOOD,2006/07/16 00:00:00+00,INSVC,SDOT,DISTRICT6, ,16,2009/10/14 00:00:00+00,1982/07/07 00:00:00+00, ,25484,Y,SDOT,, ,,N,1970/01/01 00:00:00+00,N,N,0,N,CRC,TRC,-122.336903669844,47.6715128948029
1275527.18904693,254667.069176838,344,508940,TRC-131,12TH AVE NE AND NE 82ND ST                                                                                                                                                                                                                                     ,GOOD,2009/08/03 00:00:00+00,INSVC,SDOT,DISTRICT5,DISTRICT4,16,2009/10/14 00:00:00+00,1989/09/18 00:00:00+00, ,24382,Y,SDOT,, ,,N,1970/01/01 00:00:00+00,N,N,0,N,CRC,TRC,-122.314932325331,47.6885299846014
1272289.41566762,244402.86007832,345,509002,TRC-495,2ND AVE NE AND NE 44TH ST                                                                                                                                                                                                                                      ,GOOD,2009/08/03 00:00:00+00,INSVC,SDOT,DISTRICT4, ,16,2009/10/14 00:00:00+00,1989/12/20 00:00:00+00, ,27195,Y,SDOT,, ,,N,1970/01/01 00:00:00+00,N,N,0,N,CRC,TRC,-122.327266749086,47.6602244859082
1259764.6175108,255050.75672923,346,508920,TRC-247,17TH AVE NW AND NW 83RD ST                                                                                                                                                                                                                                     ,GOOD,2009/09/09 00:00:00+00,INSVC,SDOT,DISTRICT6, ,16,2009/10/14 00:00:00+00,1993/07/13 00:00:00+00, ,23862,Y,SDOT,, ,,N,1970/01/01 00:00:00+00,N,N,0,N,CRC,TRC,-122.378949178729,47.6887317853987
1272063.74616338,245276.967279226,348,508999,TRC-299,1ST AVE NE AND NE 46TH ST                                                                                                                                                                                                                                      ,GOOD,2009/08/03 00:00:00+00,INSVC,SDOT,DISTRICT4, ,16,2009/10/14 00:00:00+00,1988/06/13 00:00:00+00, ,25880,Y,SDOT,, ,,N,1970/01/01 00:00:00+00,N,N,0,N,CRC,TRC,-122.328251229684,47.662608373104
1274871.63653426,229231.881886795,349,509106,TRC-156,13TH AVE AND E DENNY WAY                                                                                                                                                                                                                                       ,GOOD,2009/07/06 00:00:00+00,INSVC,SDOT,DISTRICT3, ,16,2009/10/14 00:00:00+00,1970/01/01 00:00:00+00, ,29063,Y,SDOT,, ,,N,1970/01/01 00:00:00+00,N,N,0,N,CRC,TRC,-122.315604487714,47.6187780939613
1266663.01482986,258892.524349168,350,509407,TRC-920,EVANSTON AVE N AND N 97TH ST                                                                                                                                                                                                                                   ,GOOD,2009/09/04 00:00:00+00,INSVC,SDOT,DISTRICT5, ,16,2009/10/14 00:00:00+00,1991/03/20 00:00:00+00, ,37412,Y,SDOT,, ,,N,1970/01/01 00:00:00+00,N,N,0,N,CRC,TRC,-122.351253607333,47.6996382370576
1276395.37989582,246583.860976562,351,509216,TRC-204,16TH AVE NE AND NE 52ND ST                                                                                                                                                                                                                                     ,GOOD,2009/08/03 00:00:00+00,INSVC,SDOT,DISTRICT4, ,16,2009/10/14 00:00:00+00,1989/12/20 00:00:00+00, ,26050,Y,SDOT,, ,,N,1970/01/01 00:00:00+00,N,N,0,N,CRC,TRC,-122.31077795132,47.6664198518333
1285249.50195289,208661.264905721,352,509320,TRC-715,49TH AVE S AND S OREGON ST                                                                                                                                                                                                                                     ,GOOD,2009/06/18 00:00:00+00,INSVC,SDOT,DISTRICT2, ,16,2009/10/14 00:00:00+00,1994/10/18 00:00:00+00, ,32598,Y,SDOT,, ,,N,1970/01/01 00:00:00+00,N,N,0,N,CRC,TRC,-122.271973440993,47.5629339915978
1274815.5785502,214267.166415468,353,509604,TRC-179,14TH AVE S AND S FOREST ST                                                                                                                                                                                                                                     ,GOOD,2009/05/12 00:00:00+00,INSVC,SDOT,DISTRICT2, ,16,2009/10/14 00:00:00+00,1991/10/08 00:00:00+00, ,31311,Y,SDOT,, ,,N,1970/01/01 00:00:00+00,N,N,0,N,CRC,TRC,-122.3146638397,47.5777571183257
1271783.83921911,247214.491889209,354,509227,TRC-981,KENSINGTON PL N AND N 54TH ST                                                                                                                                                                                                                                  ,GOOD,2009/09/10 00:00:00+00,INSVC,SDOT,DISTRICT6, ,16,2009/10/14 00:00:00+00,1994/03/17 00:00:00+00, ,25853,Y,SDOT,, ,,N,1970/01/01 00:00:00+00,N,N,0,N,CRC,TRC,-122.329539772727,47.6679041531856
1259019.03242204,203184.851972118,355,509510,TRC-569,36TH AVE SW AND SW GRAHAM ST                                                                                                                                                                                                                                   ,GOOD,2009/09/15 00:00:00+00,INSVC,SDOT,DISTRICT1, ,16,2009/10/14 00:00:00+00,1999/05/22 00:00:00+00, ,32841,Y,SDOT,, ,,N,1970/01/01 00:00:00+00,N,N,0,N,CRC,TRC,-122.377749908516,47.5465296248479
1256279.28886722,210564.764043674,356,509343,TRC-681,45TH AVE SW AND SW DAKOTA ST                                                                                                                                                                                                                                   ,GOOD,2009/09/21 00:00:00+00,INSVC,SDOT,DISTRICT1, ,16,2009/10/14 00:00:00+00,2003/07/30 00:00:00+00, ,31980,Y,SDOT,, ,,N,1970/01/01 00:00:00+00,N,N,0,N,OTHER,TRC,-122.389445295977,47.5666061914208
1263077.48983419,264941.986627355,357,580396,TRC-1122,8TH AVE NW AND NW 120TH ST                                                                                                                                                                                                                                     ,GOOD,2012/11/01 00:00:00+00,INSVC,SDOT,DISTRICT5, ,16,2012/11/01 00:00:00+00,1970/01/01 00:00:00+00,SAFETY,36285,Y,SDOT,, ,,N,2012/09/12 00:00:00+00,Y,N,11,Y,CRC,TRC,-122.366300954518,47.7160246267167
1277089.34405653,213248.951246426,358,509330,TRC-354,21ST AVE S AND S HANFORD ST                                                                                                                                                                                                                                    ,GOOD,2009/09/21 00:00:00+00,INSVC,SDOT,DISTRICT2, ,16,2009/10/14 00:00:00+00,2003/04/09 00:00:00+00, ,31668,Y,SDOT,, ,,N,1970/01/01 00:00:00+00,N,N,0,N,CRC,TRC,-122.305374420287,47.575085808882
1278348.95500183,269159.428679675,359,509316,TRC-382,23RD AVE NE AND NE 137TH ST                                                                                                                                                                                                                                    ,GOOD,2009/09/14 00:00:00+00,INSVC,SDOT,DISTRICT5, ,16,2009/10/14 00:00:00+00,2000/01/25 00:00:00+00, ,36098,Y,SDOT,, ,,N,1970/01/01 00:00:00+00,N,N,0,N,CRC,TRC,-122.304602481779,47.7284015881129
1265279.69079645,256288.605626494,360,509873,TRC-1031,PALATINE AVE N AND N 87TH ST                                                                                                                                                                                                                                   ,GOOD,2009/08/03 00:00:00+00,INSVC,SDOT,DISTRICT6, ,16,2009/10/14 00:00:00+00,1989/12/11 00:00:00+00, ,37175,Y,SDOT,, ,,N,1970/01/01 00:00:00+00,N,N,0,N,OVAL,TRC,-122.35666091031,47.6924261053842
1273112.38315646,202640.982979566,361,509386,TRC-848,CARLETON AVE S AND S EDDY ST                                                                                                                                                                                                                                   ,GOOD,2009/09/24 00:00:00+00,INSVC,SDOT,DISTRICT2, ,16,2009/10/14 00:00:00+00,1998/03/04 00:00:00+00, ,34175,Y,SDOT,, ,,N,1970/01/01 00:00:00+00,N,N,0,N,OVAL,TRC,-122.320652773099,47.5457999082934
1264484.18122762,250960.64286904,362,509025,TRC-499,2ND AVE NW AND NW 67TH ST                                                                                                                                                                                                                                      ,GOOD,2009/09/04 00:00:00+00,INSVC,SDOT,DISTRICT6, ,16,2009/10/14 00:00:00+00,1992/05/14 00:00:00+00, ,24112,Y,SDOT,, ,,N,1970/01/01 00:00:00+00,N,N,0,N,CRC,TRC,-122.359461413256,47.6777792470009
1281556.38694111,195941.5215967,363,509288,TRC-586,37TH AVE S AND S THISTLE ST                                                                                                                                                                                                                                    ,GOOD,2009/09/24 00:00:00+00,INSVC,SDOT,DISTRICT2, ,16,2009/10/14 00:00:00+00,1984/08/27 00:00:00+00, ,35337,N,SDOT,, ,,N,1970/01/01 00:00:00+00,N,N,0,N,CRC,TRC,-122.285956817191,47.5278788920326
1276503.49906394,227494.857501015,364,509015,TRC-266,18TH AVE AND E PIKE ST                                                                                                                                                                                                                                         ,GOOD,2009/09/24 00:00:00+00,INSVC,SDOT,DISTRICT3, ,16,2009/10/14 00:00:00+00,1970/01/01 00:00:00+00, ,30140,Y,SDOT,, ,,N,1970/01/01 00:00:00+00,N,N,0,N,CRC,TRC,-122.308853940183,47.6141029071477
1276503.49906394,227494.857501015,365,509016,TRC-259,18TH AVE AND E PIKE ST                                                                                                                                                                                                                                         ,GOOD,2009/09/21 00:00:00+00,INSVC,SDOT,DISTRICT3, ,16,2009/10/14 00:00:00+00,1970/01/01 00:00:00+00, ,30140,Y,SDOT,, ,,N,1970/01/01 00:00:00+00,N,N,0,N,CRC,TRC,-122.308853940183,47.6141029071477
1280402.46796393,207197.252040222,366,509230,TRC-549,32ND AVE S AND S EDMUNDS ST                                                                                                                                                                                                                                    ,GOOD,1970/01/01 00:00:00+00,INSVC,SDOT,DISTRICT2, ,16,2009/10/14 00:00:00+00,1998/09/14 00:00:00+00, ,33565,Y,SDOT,, ,,N,1970/01/01 00:00:00+00,N,N,0,N,CRC,TRC,-122.291489819865,47.5586710432482
1259239.99095026,210461.880395561,367,509661,TRC-564,36TH AVE SW AND SW DAKOTA ST                                                                                                                                                                                                                                   ,GOOD,2009/09/24 00:00:00+00,INSVC,SDOT,DISTRICT1, ,16,2009/10/14 00:00:00+00,1999/03/25 00:00:00+00, ,31887,Y,SDOT,, ,,N,1970/01/01 00:00:00+00,N,N,0,N,OVAL,TRC,-122.377446581876,47.5664876757946
