X,Y,OBJECTID,COMPKEY,UNITID,UNITDESC,CONDITION,CONDITION_ASSESSMENT_DATE,CURRENT_STATUS,OWNERSHIP,PRIMARYDISTRICTCD,SECONDARYDISTRICTCD,COMPTYPE,CURRENT_STATUS_DATE,INSTALL_DATE,INSTALL_PURPOSE,INTKEY,LANDSCAPING,MAINTAINED_BY,MAINTENANCE_AGREEMENT,NO_LAND_REASON,OVERRIDECOMMENT,OVERRIDEYN,OWNERSHIP_DATE,SDOT_INITIATED,SEWER_ACCESS_COVER,TRCSIZE,SURVEY_MONUMENT,TRCSHAPE,UNITTYPE,SHAPE_LNG,SHAPE_LAT
1258588.1352696,210475.502411589,1,509338,TRC-601,38TH AVE SW AND SW DAKOTA ST                                                                                                                                                                                                                                   ,GOOD,2009/09/15 00:00:00+00,INSVC,SDOT,DISTRICT1, ,16,2009/10/14 00:00:00+00,2000/05/16 00:00:00+00, ,31889,Y,SDOT,, ,,N,1970/01/01 00:00:00+00,N,N,0,N,CRC,TRC,-122.380087590466,47.5664891278614
1266982.78814219,260074.185342371,2,509566,TRC-934,FREMONT AVE N AND N 102ND ST                                                                                                                                                                                                                                   ,GOOD,2009/09/09 00:00:00+00,INSVC,SDOT,DISTRICT5, ,16,2009/10/14 00:00:00+00,1996/01/02 00:00:00+00, ,37392,Y,SDOT,, ,,N,1970/01/01 00:00:00+00,N,N,0,N,CRC,TRC,-122.350049824146,47.7028943917932
1274207.08011758,254314.130296469,3,508937,TRC-784,8TH AVE NE AND NE 81ST ST                                                                                                                                                                                                                                      ,GOOD,2009/08/03 00:00:00+00,INSVC,SDOT,DISTRICT4, ,16,2009/10/14 00:00:00+00,1991/03/20 00:00:00+00, ,24389,Y,SDOT,, ,,N,1970/01/01 00:00:00+00,N,N,16,N,CRC,TRC,-122.320263484453,47.6874927922948
1278436.84133792,217535.101458818,4,509329,TRC-422,25TH AVE S AND S GRAND ST                                                                                                                                                                                                                                      ,GOOD,2009/09/21 00:00:00+00,INSVC,SDOT,DISTRICT3, ,16,2009/10/14 00:00:00+00,2003/02/10 00:00:00+00, ,31416,Y,SDOT,, ,,N,1970/01/01 00:00:00+00,N,N,0,N,OTHER,TRC,-122.300247258786,47.5869046442829
1280848.15871638,255438.451193631,5,509639,TRC-542,32ND AVE NE AND NE 86TH ST                                                                                                                                                                                                                                     ,GOOD,2009/09/15 00:00:00+00,INSVC,SDOT,DISTRICT5, ,16,2009/10/14 00:00:00+00,1999/06/29 00:00:00+00, ,37684,Y,SDOT,, ,,N,1970/01/01 00:00:00+00,N,N,0,N,CRC,TRC,-122.293391673884,47.6909231112476
1261891.51485698,237963.854887724,6,509211,TRC-816,9TH AVE W AND W HALLADAY ST                                                                                                                                                                                                                                    ,GOOD,2009/09/14 00:00:00+00,INSVC,SDOT,DISTRICT7, ,16,2009/10/14 00:00:00+00,1997/05/15 00:00:00+00, ,27904,Y,SDOT,, ,,N,1970/01/01 00:00:00+00,N,N,0,N,CRC,TRC,-122.368931097715,47.6420144067831
1257900.26301289,199255.554688096,7,509485,TRC-622,39TH AVE SW AND SW WEBSTER ST                                                                                                                                                                                                                                  ,GOOD,2009/09/24 00:00:00+00,INSVC,SDOT,DISTRICT1, ,16,2009/10/14 00:00:00+00,1994/02/23 00:00:00+00, ,33817,Y,SDOT,, ,,N,1970/01/01 00:00:00+00,N,N,0,N,CRC,TRC,-122.381958845658,47.5356980313462
1275720.59973514,221754.526743129,8,509294,TRC-217,16TH AVE S AND S KING ST                                                                                                                                                                                                                                       ,FAIR,2009/09/21 00:00:00+00,INSVC,SDOT,DISTRICT3, ,16,2009/10/14 00:00:00+00,1980/10/29 00:00:00+00, ,30761,Y,SDOT,, ,,N,1970/01/01 00:00:00+00,N,N,0,N,CRC,TRC,-122.311580474748,47.5983275587497
1273853.82789323,231254.174112856,9,509458,TRC-101,10TH AVE E AND E MERCER ST                                                                                                                                                                                                                                     ,GOOD,2009/09/10 00:00:00+00,INSVC,SDOT,DISTRICT3, ,16,2009/10/14 00:00:00+00,1995/05/09 00:00:00+00, ,29002,Y,SDOT,, ,,N,1970/01/01 00:00:00+00,N,N,0,N,CRC,TRC,-122.31988902204,47.6242673355149
1273264.28805262,232205.871969834,10,509728,TRC-969,HARVARD AVE E AND E ALOHA ST                                                                                                                                                                                                                                   ,GOOD,2009/08/03 00:00:00+00,INSVC,SDOT,DISTRICT3, ,16,2009/10/14 00:00:00+00,1990/03/12 00:00:00+00, ,28979,Y,SDOT,, ,,N,1970/01/01 00:00:00+00,N,N,0,N,CRC,TRC,-122.32235390814,47.6268446727558
1272403.74942774,228390.714909926,11,509767,TRC-1060,SUMMIT AVE AND E OLIVE ST                                                                                                                                                                                                                                      ,GOOD,2009/09/24 00:00:00+00,INSVC,SDOT,DISTRICT3, ,16,2009/10/14 00:00:00+00,1970/01/01 00:00:00+00, ,29857,Y,SDOT,, ,,N,1970/01/01 00:00:00+00,N,N,0,N,CRC,TRC,-122.325543045951,47.6163417309546
1258478.23363748,195755.684092507,12,509615,TRC-588,37TH AVE SW AND SW CLOVERDALE ST                                                                                                                                                                                                                               ,GOOD,2009/09/21 00:00:00+00,INSVC,SDOT,DISTRICT1, ,16,2009/10/14 00:00:00+00,1970/01/01 00:00:00+00, ,34699,Y,SDOT,, ,,N,1970/01/01 00:00:00+00,N,N,0,N,CRC,TRC,-122.379334937461,47.5261369605028
1278877.56716236,257226.281275451,13,509730,TRC-420,25TH AVE NE AND NE 92ND ST                                                                                                                                                                                                                                     ,GOOD,2009/07/27 00:00:00+00,INSVC,SDOT,DISTRICT5, ,16,2009/10/14 00:00:00+00,1985/04/29 00:00:00+00, ,37646,N,SDOT,, ,,N,1970/01/01 00:00:00+00,N,N,0,N,CRC,TRC,-122.301529975743,47.6957207527103
1263582.06525871,253516.275895655,14,509636,TRC-762,6TH AVE NW AND NW 77TH ST                                                                                                                                                                                                                                      ,GOOD,2009/06/23 00:00:00+00,INSVC,SDOT,DISTRICT6, ,16,2009/10/14 00:00:00+00,1983/01/25 00:00:00+00, ,24067,Y,SDOT,, ,,N,1970/01/01 00:00:00+00,N,N,0,N,CRC,TRC,-122.363328898685,47.684734987566
1266255.61207744,252937.436151057,15,509127,TRC-873,DAYTON AVE N AND N 75TH ST                                                                                                                                                                                                                                     ,GOOD,2009/09/14 00:00:00+00,INSVC,SDOT,DISTRICT6, ,16,2009/10/14 00:00:00+00,1997/05/15 00:00:00+00, ,24307,Y,SDOT,, ,,N,1970/01/01 00:00:00+00,N,N,0,N,CRC,TRC,-122.352430408933,47.6832936105431
1287217.5101469,192596.006969273,16,509835,TRC-735,56TH AVE S AND S FLETCHER ST                                                                                                                                                                                                                                   ,GOOD,2009/09/24 00:00:00+00,INSVC,SDOT,DISTRICT2, ,16,2009/10/14 00:00:00+00,1985/06/21 00:00:00+00, ,35467,Y,SDOT,, ,,N,1970/01/01 00:00:00+00,N,N,0,N,CRC,TRC,-122.262795064604,47.5189993987081
1269381.74891265,245423.366575375,17,508972,TRC-1091,WOODLAWN AVE N AND N 47TH ST                                                                                                                                                                                                                                   ,GOOD,2009/09/12 00:00:00+00,INSVC,SDOT,DISTRICT4, ,16,2009/10/14 00:00:00+00,1995/05/31 00:00:00+00, ,25560,Y,SDOT,, ,,N,1970/01/01 00:00:00+00,N,N,0,N,CRC,TRC,-122.339144662755,47.6628663083319
1266989.32683019,260602.610814914,18,509746,TRC-936,FREMONT AVE N AND N 104TH ST                                                                                                                                                                                                                                   ,FAIR,2009/09/15 00:00:00+00,INSVC,SDOT,DISTRICT5, ,16,2009/10/14 00:00:00+00,2002/05/24 00:00:00+00, ,37381,Y,SDOT,, ,,N,1970/01/01 00:00:00+00,N,N,0,N,CRC,TRC,-122.350065568105,47.7043431318449
1277986.74085745,269171.393863693,19,510774,TRC-1095,22ND AVE NE AND NE 137TH ST                                                                                                                                                                                                                                    ,FAIR,2009/11/18 00:00:00+00,INSVC,SDOT,DISTRICT5, ,16,2009/11/18 00:00:00+00,1970/01/01 00:00:00+00,SAFETY,36097,Y,SDOT,, ,,N,2009/11/18 00:00:00+00,N,N,0,N,OVAL,TRC,-122.306074917154,47.7284153916824
1266282.83153348,256919.290427133,20,509854,TRC-882,DAYTON AVE N AND N 90TH ST                                                                                                                                                                                                                                     ,GOOD,2009/09/24 00:00:00+00,INSVC,SDOT,DISTRICT5, ,16,2009/10/14 00:00:00+00,1981/08/21 00:00:00+00, ,37440,Y,SDOT,, ,,N,1970/01/01 00:00:00+00,N,N,0,N,CRC,TRC,-122.352639047131,47.6942091401304
1271548.05560286,243585.718317494,21,509455,TRC-1062,SUNNYSIDE AVE N AND N 42ND ST                                                                                                                                                                                                                                  ,GOOD,2009/09/10 00:00:00+00,INSVC,SDOT,DISTRICT4, ,16,2009/10/14 00:00:00+00,1994/06/24 00:00:00+00, ,27212,Y,SDOT,, ,,N,1970/01/01 00:00:00+00,N,N,0,N,CRC,TRC,-122.330210083757,47.6579452351017
1284366.74188799,245877.02903983,22,509017,TRC-683,46TH AVE NE AND NE 50TH ST                                                                                                                                                                                                                                     ,GOOD,2009/07/27 00:00:00+00,INSVC,SDOT,DISTRICT4, ,16,2009/10/14 00:00:00+00,1986/04/23 00:00:00+00, ,26168,Y,SDOT,, ,,N,1970/01/01 00:00:00+00,N,N,0,N,CRC,TRC,-122.278378599778,47.6648973565771
1269698.09374496,267007.122309476,23,509504,TRC-821,ASHWORTH AVE N AND N 128TH ST                                                                                                                                                                                                                                  ,GOOD,2009/05/12 00:00:00+00,INSVC,SDOT,DISTRICT5, ,16,2009/10/14 00:00:00+00,1993/11/17 00:00:00+00, ,35765,Y,SDOT,, ,,N,1970/01/01 00:00:00+00,N,N,0,N,CRC,TRC,-122.339575391422,47.7220434236394
1275942.01759136,230416.452319995,24,509515,TRC-196,16TH AVE E AND E HARRISON ST                                                                                                                                                                                                                                   ,GOOD,2009/06/22 00:00:00+00,INSVC,SDOT,DISTRICT3, ,16,2009/10/14 00:00:00+00,1970/01/01 00:00:00+00, ,29359,Y,SDOT,, ,,N,1970/01/01 00:00:00+00,N,N,0,N,CRC,TRC,-122.311357444337,47.62208141625
1263657.03594679,257644.358203888,25,509739,TRC-770,6TH AVE NW AND NW 92ND ST                                                                                                                                                                                                                                      ,GOOD,2009/06/23 00:00:00+00,INSVC,SDOT,DISTRICT6, ,16,2009/10/14 00:00:00+00,1982/01/28 00:00:00+00, ,37152,Y,SDOT,, ,,N,1970/01/01 00:00:00+00,N,N,0,N,CRC,TRC,-122.363357771518,47.6960539012599
1257865.48419686,197942.569470748,26,509424,TRC-617,39TH AVE SW AND SW KENYON ST                                                                                                                                                                                                                                   ,GOOD,2009/09/14 00:00:00+00,INSVC,SDOT,DISTRICT1, ,16,2009/10/14 00:00:00+00,2000/01/20 00:00:00+00, ,33837,Y,SDOT,, ,,N,1970/01/01 00:00:00+00,N,N,0,N,CRC,TRC,-122.381992653852,47.5320973033585
1266636.49713384,257571.596859813,27,509748,TRC-918,EVANSTON AVE N AND N 92ND ST                                                                                                                                                                                                                                   ,FAIR,2009/09/04 00:00:00+00,INSVC,SDOT,DISTRICT5, ,16,2009/10/14 00:00:00+00,1992/04/21 00:00:00+00, ,37431,Y,SDOT,, ,,N,1970/01/01 00:00:00+00,N,N,0,N,CRC,TRC,-122.351255474379,47.6960162096615
1255304.16649823,211264.283660382,28,615466,TRC-1134,48TH AVE SW AND SW ANDOVER ST                                                                                                                                                                                                                                  ,GOOD,2019/01/03 00:00:00+00,INSVC, ,DISTRICT1, ,16,2019/01/03 00:00:00+00,1970/01/01 00:00:00+00,CALMING,31972,Y, ,, ,,N,1970/01/01 00:00:00+00,N,N,16,Y,OVAL,TRC,-122.393451802318,47.5684694039206
1284111.44479972,234373.880100057,29,509199,TRC-643,42ND AVE E AND E GARFIELD ST                                                                                                                                                                                                                                   ,GOOD,2009/09/30 00:00:00+00,INSVC,SDOT,DISTRICT3, ,16,2009/10/14 00:00:00+00,1999/04/05 00:00:00+00, ,28494,Y,SDOT,, ,,N,1970/01/01 00:00:00+00,N,N,0,N,OVAL,TRC,-122.278537854997,47.6333540448434
1264099.99831523,266903.44698137,30,509484,TRC-725,4TH AVE NW AND NW 127TH ST                                                                                                                                                                                                                                     ,GOOD,2009/09/14 00:00:00+00,INSVC,SDOT,DISTRICT5, ,16,2009/10/14 00:00:00+00,1998/06/22 00:00:00+00, ,35635,Y,SDOT,, ,,N,1970/01/01 00:00:00+00,N,N,0,N,CRC,TRC,-122.36230633317,47.7214566264495
1278544.38969003,220693.087254047,31,509683,TRC-421,25TH AVE S AND S DEARBORN ST                                                                                                                                                                                                                                   ,GOOD,2009/09/24 00:00:00+00,INSVC,SDOT,DISTRICT3, ,16,2009/10/14 00:00:00+00,1970/01/01 00:00:00+00, ,30640,Y,SDOT,, ,,N,1970/01/01 00:00:00+00,N,N,0,N,OVAL,TRC,-122.300055409318,47.5955662796596
1282382.91974196,207152.388616174,32,509798,TRC-608,39TH AVE S AND S EDMUNDS ST                                                                                                                                                                                                                                    ,GOOD,2009/09/12 00:00:00+00,INSVC,SDOT,DISTRICT2, ,16,2009/10/14 00:00:00+00,1997/01/14 00:00:00+00, ,33569,Y,SDOT,, ,,N,1970/01/01 00:00:00+00,N,N,0,N,OVAL,TRC,-122.283466925962,47.5586506582453
1254763.36803368,204643.070853606,33,508941,TRC-716,49TH AVE SW AND SW JUNEAU ST                                                                                                                                                                                                                                   ,GOOD,2009/09/21 00:00:00+00,INSVC,SDOT,DISTRICT1, ,16,2009/10/14 00:00:00+00,2003/10/13 00:00:00+00, ,32903,Y,SDOT,, ,,N,1970/01/01 00:00:00+00,N,N,0,N,OVAL,TRC,-122.395097740919,47.5502910684213
1267717.21975894,233366.760099024,34,509258,TRC-749,6TH AVE N AND HIGHLAND DR                                                                                                                                                                                                                                      ,GOOD,2009/09/04 00:00:00+00,INSVC,SDOT,DISTRICT7, ,16,2009/10/14 00:00:00+00,1990/08/21 00:00:00+00, ,28721,Y,SDOT,, ,,N,1970/01/01 00:00:00+00,N,N,0,N,CRC,TRC,-122.344937281974,47.6297301749218
1263406.13975452,193124.770041808,35,509856,TRC-340,20TH AVE SW AND SW CAMBRIDGE ST                                                                                                                                                                                                                                ,GOOD,2009/09/15 00:00:00+00,INSVC,SDOT,DISTRICT1, ,16,2009/10/14 00:00:00+00,1999/04/30 00:00:00+00, ,34897,Y,SDOT,, ,,N,1970/01/01 00:00:00+00,N,N,0,N,CRC,TRC,-122.359182013572,47.5191953831
1275536.99147895,227516.962397039,36,509014,TRC-188,15TH AVE AND E PIKE ST                                                                                                                                                                                                                                         ,GOOD,2009/07/06 00:00:00+00,INSVC,SDOT,DISTRICT3, ,16,2009/10/14 00:00:00+00,1983/03/09 00:00:00+00, ,30137,Y,SDOT,, ,,N,1970/01/01 00:00:00+00,N,N,0,N,CRC,TRC,-122.312773495879,47.6141126287693
1268065.9480153,245969.038063928,37,508917,TRC-1087,WOODLAND PARK AVE N AND N 49TH ST                                                                                                                                                                                                                              ,GOOD,2009/09/15 00:00:00+00,INSVC,SDOT,DISTRICT4, ,16,2009/10/14 00:00:00+00,1999/04/15 00:00:00+00, ,25535,Y,SDOT,, ,,N,1970/01/01 00:00:00+00,N,N,0,N,OVAL,TRC,-122.344526831883,47.6642912666205
1264623.67735577,244549.99460648,38,509677,TRC-498,2ND AVE NW AND NW 44TH ST                                                                                                                                                                                                                                      ,GOOD,2009/09/14 00:00:00+00,INSVC,SDOT,DISTRICT6, ,16,2009/10/14 00:00:00+00,1998/09/10 00:00:00+00, ,26618,N,SDOT,, ,,N,1970/01/01 00:00:00+00,N,N,0,N,CRC,TRC,-122.358379606207,47.6602155866619
1282191.03231776,255939.071226135,39,509784,TRC-597,38TH AVE NE AND NE 88TH ST                                                                                                                                                                                                                                     ,GOOD,2009/09/09 00:00:00+00,INSVC,SDOT,DISTRICT5, ,16,2009/10/14 00:00:00+00,1993/05/17 00:00:00+00, ,37937,Y,SDOT,, ,,N,1970/01/01 00:00:00+00,N,N,0,N,CRC,TRC,-122.287978543073,47.6923650188711
1284149.17535977,249190.499443233,40,509132,TRC-677,45TH AVE NE AND NE 62ND ST                                                                                                                                                                                                                                     ,GOOD,2009/09/15 00:00:00+00,INSVC,SDOT,DISTRICT4, ,16,2009/10/14 00:00:00+00,2000/04/12 00:00:00+00, ,26095,Y,SDOT,, ,,N,1970/01/01 00:00:00+00,N,N,0,N,CRC,TRC,-122.279514080685,47.6739683786776
1262078.38192916,193150.612153843,41,509869,TRC-424,25TH AVE SW AND SW CAMBRIDGE ST                                                                                                                                                                                                                                ,GOOD,2009/05/15 00:00:00+00,INSVC,SDOT,DISTRICT1, ,16,2009/10/14 00:00:00+00,1991/06/25 00:00:00+00, ,34891,Y,SDOT,, ,,N,1970/01/01 00:00:00+00,N,N,0,N,CRC,TRC,-122.364556421207,47.5191939203023
1260600.00528765,253695.732215837,42,509009,TRC-1001,MARY AVE NW AND NW 77TH ST                                                                                                                                                                                                                                     ,GOOD,2009/09/21 00:00:00+00,INSVC,SDOT,DISTRICT6, ,16,2009/10/14 00:00:00+00,2002/04/20 00:00:00+00, ,24149,Y,SDOT,, ,,N,1970/01/01 00:00:00+00,N,N,0,N,CRC,TRC,-122.375447805139,47.6850636984594
1276395.54623182,223328.030808747,43,509077,TRC-257,18TH AVE AND E FIR ST                                                                                                                                                                                                                                          ,GOOD,2009/09/09 00:00:00+00,INSVC,SDOT,DISTRICT3, ,16,2009/10/14 00:00:00+00,1993/03/24 00:00:00+00, ,30722,Y,SDOT,, ,,N,1970/01/01 00:00:00+00,N,N,0,N,CRC,TRC,-122.308967621957,47.6026760199647
1279493.979643,221578.361750945,44,509814,TRC-479,28TH AVE S AND S KING ST                                                                                                                                                                                                                                       ,GOOD,2009/09/24 00:00:00+00,INSVC,SDOT,DISTRICT3, ,16,2009/10/14 00:00:00+00,1996/01/18 00:00:00+00, ,30612,Y,SDOT,, ,,N,1970/01/01 00:00:00+00,N,N,0,N,CRC,TRC,-122.296275710939,47.5980423609376
1278299.53285778,225971.127899453,45,509710,TRC-389,24TH AVE AND E MARION ST                                                                                                                                                                                                                                       ,GOOD,2009/09/04 00:00:00+00,INSVC,SDOT,DISTRICT3, ,16,2009/10/14 00:00:00+00,1990/06/07 00:00:00+00, ,30050,Y,SDOT,, ,,N,1970/01/01 00:00:00+00,N,N,0,N,CRC,TRC,-122.301455674228,47.610020546059
1270372.95787366,244046.64849396,46,508982,TRC-846,BURKE AVE N AND N 43RD ST                                                                                                                                                                                                                                      ,GOOD,2009/09/14 00:00:00+00,INSVC,SDOT,DISTRICT4, ,16,2009/10/14 00:00:00+00,1999/01/27 00:00:00+00, ,26809,Y,SDOT,, ,,N,1970/01/01 00:00:00+00,N,N,0,N,CRC,TRC,-122.335013941515,47.6591458708855
1273841.44043721,230837.833376437,47,509035,TRC-102,10TH AVE E AND E REPUBLICAN ST                                                                                                                                                                                                                                 ,GOOD,2009/07/27 00:00:00+00,INSVC,SDOT,DISTRICT3, ,16,2009/10/14 00:00:00+00,1987/04/21 00:00:00+00, ,29018,Y,SDOT,, ,,N,1970/01/01 00:00:00+00,N,N,0,N,OTHER,TRC,-122.31990663424,47.6231254990382
1261673.15306476,251015.003701091,48,508911,TRC-114,11TH AVE NW AND NW 67TH ST                                                                                                                                                                                                                                     ,GOOD,2009/07/06 00:00:00+00,INSVC,SDOT,DISTRICT6, ,16,2009/10/14 00:00:00+00,1983/09/15 00:00:00+00, ,24200,Y,SDOT,, ,,N,1970/01/01 00:00:00+00,N,N,0,N,CRC,TRC,-122.370874390764,47.6777748600161
1276350.46463178,220846.391766205,49,509295,TRC-274,18TH AVE S AND S DEARBORN ST                                                                                                                                                                                                                                   ,GOOD,2009/09/21 00:00:00+00,INSVC,SDOT,DISTRICT3, ,16,2009/10/14 00:00:00+00,1980/10/29 00:00:00+00, ,30778,Y,SDOT,, ,,N,1970/01/01 00:00:00+00,N,N,0,N,CRC,TRC,-122.308957453555,47.5958715116843
1254233.07120113,251327.70450142,50,527022,TRC-1102,34TH AVE NW AND NW 68TH ST                                                                                                                                                                                                                                     ,GOOD,2010/11/19 00:00:00+00,INSVC,SDOT,DISTRICT6, ,16,2010/11/18 00:00:00+00,1970/01/01 00:00:00+00,SAFETY,23843,Y,SDOT,, ,,N,2010/07/19 00:00:00+00,Y,N,25,Y,OVAL,TRC,-122.401095608981,47.6782204572478
1265176.67754833,270845.896777406,51,509521,TRC-310,1ST AVE NW AND NW 143RD ST                                                                                                                                                                                                                                     ,GOOD,2009/07/13 00:00:00+00,INSVC,SDOT,DISTRICT5, ,16,2009/10/14 00:00:00+00,1983/12/28 00:00:00+00, ,35587,Y,SDOT,, ,,N,1970/01/01 00:00:00+00,N,N,0,N,CRC,TRC,-122.358250299162,47.7323211973434
1264089.47044322,193781.315322489,52,509868,TRC-250,17TH AVE SW AND SW BARTON ST                                                                                                                                                                                                                                   ,FAIR,2009/09/21 00:00:00+00,INSVC,SDOT,DISTRICT1, ,16,2009/10/14 00:00:00+00,1998/10/22 00:00:00+00, ,34888,Y,SDOT,, ,,N,1970/01/01 00:00:00+00,N,N,0,N,CRC,TRC,-122.356469723879,47.5210320514745
1266601.86302179,256255.264186457,53,509433,TRC-916,EVANSTON AVE N AND N 87TH ST                                                                                                                                                                                                                                   ,GOOD,2009/08/03 00:00:00+00,INSVC,SDOT,DISTRICT5,DISTRICT6,16,2009/10/14 00:00:00+00,1990/03/30 00:00:00+00, ,37451,N,SDOT,, ,,N,1970/01/01 00:00:00+00,N,N,0,N,CRC,TRC,-122.351290659086,47.6924063369326
1276593.88536803,230400.135775983,54,509171,TRC-263,18TH AVE E AND E HARRISON ST                                                                                                                                                                                                                                   ,GOOD,2009/06/22 00:00:00+00,INSVC,SDOT,DISTRICT3, ,16,2009/10/14 00:00:00+00,1976/01/05 00:00:00+00, ,29357,Y,SDOT,, ,,N,1970/01/01 00:00:00+00,N,N,0,N,CRC,TRC,-122.308713358377,47.6220709827563
1279773.49682729,250596.325684667,55,509829,TRC-468,28TH AVE NE AND NE 68TH ST                                                                                                                                                                                                                                     ,GOOD,2009/09/15 00:00:00+00,INSVC,SDOT,DISTRICT4, ,16,2009/10/14 00:00:00+00,2000/10/24 00:00:00+00, ,24688,Y,SDOT,, ,,N,1970/01/01 00:00:00+00,N,N,0,N,CRC,TRC,-122.297380369633,47.6775949330501
1283771.58918338,234382.897828057,56,509282,TRC-636,41ST AVE E AND E GARFIELD ST                                                                                                                                                                                                                                   ,GOOD,2009/09/30 00:00:00+00,INSVC,SDOT,DISTRICT3, ,16,2009/10/14 00:00:00+00,1991/10/23 00:00:00+00, ,28493,Y,SDOT,, ,,N,1970/01/01 00:00:00+00,N,N,0,N,OVAL,TRC,-122.279916701433,47.6333612581384
1269501.01700877,258824.326333091,57,509181,TRC-831,ASHWORTH AVE N AND N 97TH ST                                                                                                                                                                                                                                   ,FAIR,2009/09/04 00:00:00+00,INSVC,SDOT,DISTRICT5, ,16,2009/10/14 00:00:00+00,1991/05/18 00:00:00+00, ,37308,Y,SDOT,, ,,N,1970/01/01 00:00:00+00,N,N,0,N,CRC,TRC,-122.339725204691,47.6996041789843
1277375.01932083,214735.570319951,58,508935,TRC-375,22ND AVE S AND S LANDER ST                                                                                                                                                                                                                                     ,GOOD,2009/09/21 00:00:00+00,INSVC,SDOT,DISTRICT2, ,16,2009/10/14 00:00:00+00,1996/01/03 00:00:00+00, ,31618,Y,SDOT,, ,,N,1970/01/01 00:00:00+00,N,N,0,N,CRC,TRC,-122.304332388697,47.5791755914446
1278933.66117842,225591.016475067,59,509725,TRC-426,26TH AVE AND E COLUMBIA ST                                                                                                                                                                                                                                     ,GOOD,2009/07/06 00:00:00+00,INSVC,SDOT,DISTRICT3, ,16,2009/10/14 00:00:00+00,1983/04/21 00:00:00+00, ,30055,Y,SDOT,, ,,N,1970/01/01 00:00:00+00,N,N,0,N,CRC,TRC,-122.298856021981,47.6090117974146
1274118.94251749,247686.113649681,60,508954,TRC-782,8TH AVE NE AND NE 56TH ST                                                                                                                                                                                                                                      ,GOOD,2009/06/23 00:00:00+00,INSVC,SDOT,DISTRICT4, ,16,2009/10/14 00:00:00+00,1979/10/06 00:00:00+00, ,25744,Y,SDOT,, ,,N,1970/01/01 00:00:00+00,N,N,0,N,CRC,TRC,-122.320101401371,47.6693209160866
1280701.12812424,224153.591833591,61,509670,TRC-539,32ND AVE AND E TERRACE ST                                                                                                                                                                                                                                      ,GOOD,2009/09/24 00:00:00+00,INSVC,SDOT,DISTRICT3, ,16,2009/10/14 00:00:00+00,1985/08/08 00:00:00+00, ,30090,Y,SDOT,, ,,N,1970/01/01 00:00:00+00,N,N,0,N,CRC,TRC,-122.291581671614,47.605163863875
1258913.98538193,210468.723851576,62,509323,TRC-589,37TH AVE SW AND SW DAKOTA ST                                                                                                                                                                                                                                   ,GOOD,2009/05/15 00:00:00+00,INSVC,SDOT,DISTRICT1, ,16,2009/10/14 00:00:00+00,1993/06/04 00:00:00+00, ,31888,Y,SDOT,, ,,N,1970/01/01 00:00:00+00,N,N,0,N,CRC,TRC,-122.378767403577,47.5664884941547
1282338.82796592,204714.073989689,63,503775,TRC-1,39TH AVE S AND S FINDLAY ST                                                                                                                                                                                                                                    ,GOOD,2009/05/12 00:00:00+00,INSVC,SDOT,DISTRICT2, ,16,1970/01/01 00:00:00+00,1999/07/20 00:00:00+00, ,33615,Y,SDOT,, ,,N,1970/01/01 00:00:00+00,N,N,1,N,CRC,TRC,-122.28345939487,47.5519649480825
1272929.40254828,228822.95324637,64,509140,TRC-840,BOYLSTON AVE AND E HOWELL S ST                                                                                                                                                                                                                                 ,GOOD,2009/08/03 00:00:00+00,INSVC,SDOT,DISTRICT3, ,16,2009/10/14 00:00:00+00,1989/12/12 00:00:00+00, ,29078,Y,SDOT,, ,,N,1970/01/01 00:00:00+00,N,N,0,N,OVAL,TRC,-122.323446105656,47.6175544066559
1266966.95518216,258885.258621156,65,509673,TRC-959,FREMONT AVE N AND N 97TH ST                                                                                                                                                                                                                                    ,GOOD,2009/06/23 00:00:00+00,INSVC,SDOT,DISTRICT5, ,16,2009/10/14 00:00:00+00,1981/10/16 00:00:00+00, ,37414,Y,SDOT,, ,,N,1970/01/01 00:00:00+00,N,N,0,N,CRC,TRC,-122.350018957061,47.6996347495819
1272040.53553937,244417.894830346,66,509001,TRC-298,1ST AVE NE AND NE 44TH ST                                                                                                                                                                                                                                      ,GOOD,2009/09/15 00:00:00+00,INSVC,SDOT,DISTRICT4, ,16,2009/10/14 00:00:00+00,2000/03/30 00:00:00+00, ,27194,Y,SDOT,, ,,N,1970/01/01 00:00:00+00,N,N,0,N,OVAL,TRC,-122.32827768513,47.6602524467581
1275228.69451863,205386.790150374,67,702367,TRC-1154,16TH AVE S AND S LUCILE ST                                                                                                                                                                                                                                     ,GOOD,2019/01/02 00:00:00+00,INSVC, ,DISTRICT2, ,16,2019/01/02 00:00:00+00,2018/06/30 00:00:00+00,CALMING,33361,Y, ,, ,,N,1970/01/01 00:00:00+00,Y,N,17,N,CRC,TRC,-122.312298994535,47.5534379270213
1263734.43210687,250973.976181045,68,509096,TRC-740,5TH AVE NW AND NW 67TH ST                                                                                                                                                                                                                                      ,GOOD,2009/09/14 00:00:00+00,INSVC,SDOT,DISTRICT6, ,16,2009/10/14 00:00:00+00,1998/09/14 00:00:00+00, ,24109,Y,SDOT,, ,,N,1970/01/01 00:00:00+00,N,N,0,N,CRC,TRC,-122.362505355043,47.6777749937254
